 0.209005117 1
 0.105423212 2
 0.054593086 4
 0.027483940 8
 0.014389038 16
 0.006757021 32
 0.003463030 64
 0.001788855 128
 0.000900984 256
 0.000460148 512
 0.000267982 1024
 0.000146866 2048
 0.000134945 4096
