 0.005167007 1
 0.002487898 2
 0.001484871 4
 0.000916004 8
 0.000582933 16
 0.000269890 32
 0.000219107 64
 0.000176907 128
 0.000108957 256
 0.000102997 512
 0.000102043 1024
 0.000121117 2048
 0.000158072 4096
